Wavelength (nm),Schwarzes_Silizium,Wavelength (nm),Si_Waver,Wavelength (nm),Si_Waver_Matt,Wavelength (nm),Si_amorph,Wavelength (nm),Pyramide,Wavelength (nm),AR_Glanzend,Wavelength (nm),AR_Matt,
1385,37.06085205,1385,48.83633804,1385,46.9535408,1385,63.69596863,1385,26.27676201,1385,33.91139984,1385,27.7323246,
1384,37.06619263,1384,48.84969711,1384,46.9551239,1384,64.24394226,1384,26.30355072,1384,33.91783524,1384,27.74172211,
1383,37.06897736,1383,48.84531021,1383,46.92720413,1383,64.77925873,1383,26.33502197,1383,33.90560913,1383,27.73310471,
1382,37.07546234,1382,48.840168,1382,46.91279221,1382,65.2927475,1382,26.35562515,1382,33.89861679,1382,27.72325897,
1381,37.08385849,1381,48.83586884,1381,46.92309952,1381,65.8192215,1381,26.3746109,1381,33.90410995,1381,27.73377991,
1380,37.09833145,1380,48.86993408,1380,46.92856598,1380,66.31163025,1380,26.41615868,1380,33.91342926,1380,27.72811317,
1379,37.10063553,1379,48.86646271,1379,46.93076706,1379,66.80684662,1379,26.44497108,1379,33.9133606,1379,27.73143387,
1378,37.11563873,1378,48.86118698,1378,46.92822266,1378,67.26809692,1378,26.46279716,1378,33.90861893,1378,27.72109795,
1377,37.12473297,1377,48.86964035,1377,46.91221619,1377,67.68254089,1377,26.48682213,1377,33.91773987,1377,27.7345829,
1376,37.1313591,1376,48.85666656,1376,46.91064072,1376,68.09098816,1376,26.49374008,1376,33.90769196,1376,27.7277317,
1375,37.13790512,1375,48.8470993,1375,46.89542007,1375,68.48856354,1375,26.52037811,1375,33.91238403,1375,27.7321167,
1374,37.14282227,1374,48.83631897,1374,46.89692307,1374,68.85214233,1374,26.53314209,1374,33.89591599,1374,27.7208271,
1373,37.15988541,1373,48.84258652,1373,46.88613129,1373,69.20148468,1373,26.55112076,1373,33.9070816,1373,27.73144913,
1372,37.16220474,1372,48.83071899,1372,46.89083862,1372,69.54754639,1372,26.56654167,1372,33.91179657,1372,27.73036575,
1371,37.17644119,1371,48.82118607,1371,46.89458466,1371,69.86251831,1371,26.58465195,1371,33.90442276,1371,27.73550224,
1370,37.18891907,1370,48.82312775,1370,46.88736343,1370,70.19590759,1370,26.60415459,1370,33.91295624,1370,27.73875237,
1369,37.19152832,1369,48.81263733,1369,46.87366486,1369,70.48934937,1369,26.6156311,1369,33.9052124,1369,27.74306488,
1368,37.19887161,1368,48.80699158,1368,46.88134003,1368,70.77975464,1368,26.63937569,1368,33.9200592,1368,27.74901772,
1367,37.21473312,1367,48.79365158,1367,46.88813019,1367,71.09151459,1367,26.65901184,1367,33.92503738,1367,27.7499733,
1366,37.24206543,1366,48.80040359,1366,46.89035034,1366,71.38638306,1366,26.68300247,1366,33.92756653,1366,27.75899124,
1365,37.25003433,1365,48.8090744,1365,46.8836174,1365,71.67992401,1365,26.71682549,1365,33.92887878,1365,27.7604332,
1364,37.24975967,1364,48.80125046,1364,46.88977814,1364,71.96443176,1364,26.74173737,1364,33.92860794,1364,27.75883293,
1363,37.40775681,1363,48.98862457,1363,47.06590652,1363,72.509758,1363,26.86169815,1363,34.0471344,1363,27.86063004,
1362,37.27516174,1362,48.80699158,1362,46.88770294,1362,72.51010895,1362,26.78438377,1362,33.93645859,1362,27.76060104,
1361,37.27962494,1361,48.80955124,1361,46.88922882,1361,72.78738403,1361,26.8146553,1361,33.92085648,1361,27.76334953,
1360,37.30237961,1360,48.81935883,1360,46.8898201,1360,73.07821655,1360,26.83990288,1360,33.91872787,1360,27.76381683,
1359,37.31447601,1359,48.8404541,1359,46.86936569,1359,73.35879517,1359,26.87012863,1359,33.92346954,1359,27.76995087,
1358,37.32432556,1358,48.84172821,1358,46.88448334,1358,73.61283875,1358,26.87586594,1358,33.92605591,1358,27.75524521,
1357,37.33443069,1357,48.83441162,1357,46.87507248,1357,73.82427216,1357,26.90800667,1357,33.91492081,1357,27.75024986,
1356,37.35017776,1356,48.84941483,1356,46.86591721,1356,74.07276917,1356,26.92275047,1356,33.90883636,1356,27.75144577,
1355,37.35572815,1355,48.84490585,1355,46.86964417,1355,74.26873016,1355,26.93231201,1355,33.91570663,1355,27.74490356,
1354,37.35461426,1354,48.83369064,1354,46.85111237,1354,74.48522186,1354,26.95022202,1354,33.89641953,1354,27.72948837,
1353,37.3705368,1353,48.84732437,1353,46.85380173,1353,74.69182587,1353,26.97099113,1353,33.8931427,1353,27.73566246,
1352,37.36232758,1352,48.82971573,1352,46.8502121,1352,74.87261963,1352,26.98096275,1352,33.89616776,1352,27.73371696,
1351,37.37132263,1351,48.82436371,1351,46.82863235,1351,75.04182434,1351,26.98690796,1351,33.88426208,1351,27.72069931,
1350,37.38460541,1350,48.82995987,1350,46.83938217,1350,75.20642853,1350,26.99666595,1350,33.88279343,1350,27.7116394,
1349,37.38239288,1349,48.81262207,1349,46.82829285,1349,75.36597443,1349,27.01856995,1349,33.86839676,1349,27.71456146,
1348,37.38767242,1348,48.81224823,1348,46.82692337,1348,75.51200104,1348,27.01745987,1348,33.87748718,1348,27.70913506,
1347,37.38528824,1347,48.80112839,1347,46.82439804,1347,75.6497345,1347,27.02794456,1347,33.86325073,1347,27.69338989,
1346,37.38248825,1346,48.79102325,1346,46.81164932,1346,75.78610992,1346,27.04100227,1346,33.86726761,1346,27.69870186,
1345,37.38696289,1345,48.78336334,1345,46.81184769,1345,75.90099335,1345,27.03951073,1345,33.86023712,1345,27.69136429,
1344,37.3924675,1344,48.78170013,1344,46.80305862,1344,76.02214813,1344,27.0601902,1344,33.85332489,1344,27.69126511,
1343,37.38850403,1343,48.77202225,1343,46.79829025,1343,76.1360321,1343,27.06233597,1343,33.83992004,1343,27.67612839,
1342,37.40050125,1342,48.77397537,1342,46.80125427,1342,76.24615479,1342,27.07026863,1342,33.84651184,1342,27.68115044,
1341,37.39861298,1341,48.76514816,1341,46.80619049,1341,76.33721161,1341,27.08595657,1341,33.85251236,1341,27.67828369,
1340,37.38752747,1340,48.7650795,1340,46.79588318,1340,76.43201447,1340,27.09313393,1340,33.84429932,1340,27.67603683,
1339,37.3923645,1339,48.76448441,1339,46.79266739,1339,76.50390625,1339,27.10737801,1339,33.83349991,1339,27.67351341,
1338,37.3944397,1338,48.7481041,1338,46.78592682,1338,76.58150482,1338,27.12260437,1338,33.84170914,1338,27.67500877,
1337,37.39733887,1337,48.75086975,1337,46.79646683,1337,76.65821838,1337,27.13780975,1337,33.84941864,1337,27.67485619,
1336,37.3937645,1336,48.74696732,1336,46.79315567,1336,76.70671082,1336,27.14216614,1336,33.83246613,1336,27.66967964,
1335,37.39584351,1335,48.7441864,1335,46.78645325,1335,76.7866745,1335,27.17010307,1335,33.83708572,1335,27.66490936,
1334,37.39437103,1334,48.73332214,1334,46.78063202,1334,76.8048172,1334,27.16634941,1334,33.83029556,1334,27.64993095,
1333,37.39828491,1333,48.74462891,1333,46.78019714,1333,76.85957336,1333,27.18844032,1333,33.82385254,1333,27.66017532,
1332,37.39499283,1332,48.73987579,1332,46.77693939,1332,76.89782715,1332,27.20094109,1332,33.82371902,1332,27.6618576,
1331,37.38497162,1331,48.723526,1331,46.77082825,1331,76.9078064,1331,27.20653725,1331,33.81968307,1331,27.65577126,
1330,37.39262772,1330,48.73578262,1330,46.76961136,1330,76.94984436,1330,27.22785568,1330,33.82255554,1330,27.6547966,
1329,37.399189,1329,48.73363876,1329,46.76900101,1329,76.9535675,1329,27.23629379,1329,33.82248306,1329,27.66009903,
1328,37.39357758,1328,48.71734238,1328,46.77274704,1328,76.95851135,1328,27.24818802,1328,33.82761002,1328,27.65084839,
1327,37.39687729,1327,48.73260498,1327,46.77528,1327,76.97154999,1327,27.26433563,1327,33.81742859,1327,27.6508007,
1326,37.39459991,1326,48.73393631,1326,46.7640686,1326,76.95027161,1326,27.27032089,1326,33.81424713,1326,27.64362907,
1325,37.38894272,1325,48.71947098,1325,46.75979996,1325,76.94502258,1325,27.28958702,1325,33.82335281,1325,27.65022469,
1324,37.39856339,1324,48.71455002,1324,46.75670242,1324,76.91518402,1324,27.2934494,1324,33.80475235,1324,27.6396656,
1323,37.38751221,1323,48.72517776,1323,46.7571106,1323,76.89785004,1323,27.31611633,1323,33.81081009,1323,27.65190315,
1322,37.39492416,1322,48.72305298,1322,46.75741959,1322,76.87181091,1322,27.32341385,1322,33.81427002,1322,27.64116287,
1321,37.40261078,1321,48.72693253,1321,46.76067734,1321,76.82130432,1321,27.34084702,1321,33.81356812,1321,27.64692688,
1320,37.39060593,1320,48.72394562,1320,46.75446701,1320,76.77603149,1320,27.34345818,1320,33.80935669,1320,27.63763046,
1319,37.40151978,1319,48.72077942,1319,46.7576828,1319,76.72022247,1319,27.3633728,1319,33.80695724,1319,27.6390667,
1318,37.39562225,1318,48.71004105,1318,46.7558403,1318,76.65752411,1318,27.36205101,1318,33.8073616,1318,27.64201164,
1317,37.39588547,1317,48.72077942,1317,46.75133514,1317,76.59416962,1317,27.37781906,1317,33.81036758,1317,27.63106918,
1316,37.3936348,1316,48.70549393,1316,46.73851013,1316,76.50131226,1316,27.39602852,1316,33.80598068,1316,27.63520241,
1315,37.40664291,1315,48.7139473,1315,46.74806595,1315,76.44237518,1315,27.40927696,1315,33.81135178,1315,27.63620949,
1314,37.40232849,1314,48.71844101,1314,46.74374008,1314,76.34091949,1314,27.42408562,1314,33.80596924,1314,27.63391113,
1313,37.39605331,1313,48.71474075,1313,46.74927139,1313,76.2492981,1313,27.43179131,1313,33.80404282,1313,27.62535286,
1312,37.39697266,1312,48.70646286,1312,46.75011063,1312,76.13842773,1312,27.44024467,1312,33.79705429,1312,27.62732887,
1311,37.40233612,1311,48.71478653,1311,46.74187469,1311,76.03047943,1311,27.45780563,1311,33.80036926,1311,27.62850761,
1310,37.39902115,1310,48.71216202,1310,46.73763275,1310,75.90969086,1310,27.4582634,1310,33.80053711,1310,27.61841965,
1309,37.3982811,1309,48.70199203,1309,46.73894501,1309,75.7927475,1309,27.48213959,1309,33.79278946,1309,27.62591171,
1308,37.40159988,1308,48.72133255,1308,46.75281143,1308,75.6583252,1308,27.4971962,1308,33.80551147,1308,27.62169838,
1307,37.3940773,1307,48.71829224,1307,46.74220657,1307,75.51411438,1307,27.50321579,1307,33.80685043,1307,27.62114716,
1306,37.39708328,1306,48.70175552,1306,46.73895264,1306,75.36116028,1306,27.51468468,1306,33.78919601,1306,27.61427689,
1305,37.40230942,1305,48.69849396,1305,46.73503876,1305,75.20733643,1305,27.5306282,1305,33.79044342,1305,27.62114334,
1304,37.39657211,1304,48.71643066,1304,46.73176575,1304,75.04117584,1304,27.54080582,1304,33.79009247,1304,27.61563301,
1303,37.38977814,1303,48.71317673,1303,46.72433853,1303,74.7052002,1303,27.54554367,1303,33.78590775,1303,27.61044502,
1302,37.42310715,1302,48.73703003,1302,46.75257492,1302,74.73181152,1302,27.58308601,1302,33.80834579,1302,27.62933731,
1301,37.39565277,1301,48.68850327,1301,46.72146988,1301,74.49975586,1301,27.56626892,1301,33.77284241,1301,27.60338211,
1300,37.39854813,1300,48.70763397,1300,46.73180771,1300,74.31181335,1300,27.58118439,1300,33.78388596,1300,27.59798431,
1299,37.38815689,1299,48.70698929,1299,46.71800995,1299,74.09421539,1299,27.58944321,1299,33.77109528,1299,27.59663391,
1298,37.39371872,1298,48.69642639,1298,46.70002365,1298,73.88999176,1298,27.59197426,1298,33.77645493,1298,27.59284019,
1297,37.39313889,1297,48.66544724,1297,46.71540451,1297,73.67298126,1297,27.60302353,1297,33.77565384,1297,27.58940697,
1296,37.4134407,1296,48.71269989,1296,46.73407364,1296,73.46438599,1296,27.63563728,1296,33.77764511,1296,27.59139824,
1295,37.3699379,1295,48.70517349,1295,46.71795654,1295,73.2095871,1295,27.6350441,1295,33.76092148,1295,27.58750916,
1294,37.38929749,1294,48.70406342,1294,46.70901871,1294,72.95743561,1294,27.64979553,1294,33.76243591,1294,27.576437,
1293,37.40630341,1293,48.70854568,1293,46.71880722,1293,72.71260834,1293,27.58696938,1293,33.77532196,1293,27.58106804,
1292,37.40773392,1292,48.72052002,1292,46.71544266,1292,72.45618439,1292,27.67235374,1292,33.77799606,1292,27.58769608,
1291,37.3997612,1291,48.68225098,1291,46.71152496,1291,72.1532135,1291,27.67090797,1291,33.758461,1291,27.56952858,
1290,37.39899445,1290,48.68555069,1290,46.71844101,1290,71.85639191,1290,27.67930603,1290,33.75039291,1290,27.57237625,
1289,37.40519714,1289,48.69581223,1289,46.71124649,1289,71.57636261,1289,27.70185089,1289,33.74551773,1289,27.5749836,
1288,37.39031982,1288,48.71106339,1288,46.71725464,1288,71.28459167,1288,27.70909691,1288,33.76396561,1288,27.56846619,
1287,37.39488983,1287,48.6830101,1287,46.7085228,1287,70.96362305,1287,27.71714592,1287,33.75110245,1287,27.53658295,
1286,37.40102768,1286,48.67948914,1286,46.71128845,1286,70.64675903,1286,27.73125076,1286,33.75183868,1286,27.55304527,
1285,37.39459229,1285,48.69900131,1285,46.70560837,1285,70.30508423,1285,27.73309326,1285,33.7507019,1285,27.55794525,
1284,37.4041748,1284,48.70003891,1284,46.71461105,1284,69.96804047,1284,27.75731659,1284,33.75640869,1284,27.5618782,
1283,37.38776398,1283,48.69549942,1283,46.71165466,1283,69.61061096,1283,27.75380898,1283,33.74991608,1283,27.55571938,
1282,37.39516449,1282,48.67069626,1282,46.70464706,1282,69.24671173,1282,27.75476646,1282,33.74845505,1282,27.55007172,
1281,37.39937973,1281,48.69544601,1281,46.68358994,1281,68.87519073,1281,27.77409554,1281,33.75527573,1281,27.5629406,
1280,37.39362717,1280,48.69783401,1280,46.69838715,1280,68.49504089,1280,27.79672813,1280,33.74717712,1280,27.54723358,
1279,37.39709091,1279,48.69608307,1279,46.69087982,1279,68.08215332,1279,27.79245758,1279,33.72322083,1279,27.5453949,
1278,37.40153885,1278,48.68880463,1278,46.68845749,1278,67.65702057,1278,27.80504799,1278,33.72452927,1278,27.53254128,
1277,37.39189148,1277,48.6734848,1277,46.69350052,1277,67.24430847,1277,27.81590843,1277,33.7352066,1277,27.53343582,
1276,37.3966217,1276,48.68738174,1276,46.69820786,1276,66.8314743,1276,27.8289566,1276,33.73649979,1276,27.54028511,
1275,37.39360428,1275,48.68006897,1275,46.68273163,1275,66.37675476,1275,27.83455276,1275,33.7228241,1275,27.52565193,
1274,37.39500809,1274,48.67782593,1274,46.68052292,1274,65.89789581,1274,27.83929634,1274,33.72119904,1274,27.53113174,
1273,37.39358902,1273,48.671978,1273,46.67746353,1273,65.44016266,1273,27.84878922,1273,33.72636414,1273,27.52124977,
1272,37.39982605,1272,48.67707062,1272,46.67780685,1272,64.93689728,1272,27.85828781,1272,33.71570587,1272,27.52252769,
1271,37.39329147,1271,48.67265701,1271,46.66867065,1271,64.45535278,1271,27.86808586,1271,33.7052803,1271,27.51640701,
1270,37.39334869,1270,48.66820145,1270,46.66356659,1270,63.94461823,1270,27.87426949,1270,33.71263885,1270,27.50850677,
1269,37.39648056,1269,48.66662979,1269,46.67402649,1269,63.4263916,1269,27.8874836,1269,33.70536041,1269,27.51473236,
1268,37.39110947,1268,48.67100906,1268,46.66659164,1268,62.88305664,1268,27.89785004,1268,33.70624542,1268,27.5043335,
1267,37.39453506,1267,48.66814423,1267,46.67280579,1267,62.34581375,1267,27.89766502,1267,33.71527863,1267,27.49237061,
1266,37.38764572,1266,48.66576767,1266,46.66285706,1266,61.76317215,1266,27.91088295,1266,33.68747711,1266,27.49670219,
1265,37.38504791,1265,48.6673584,1265,46.66189194,1265,61.17159653,1265,27.93120766,1265,33.69650269,1265,27.49425125,
1264,37.39459991,1264,48.67078018,1264,46.66244507,1264,60.59306717,1264,27.92777061,1264,33.68761063,1264,27.49246597,
1263,37.39820862,1263,48.68180847,1263,46.66414642,1263,59.99446106,1263,27.94659805,1263,33.69572449,1263,27.48516464,
1262,37.38778687,1262,48.67154312,1262,46.65254593,1262,59.3731575,1262,27.95561028,1262,33.68299484,1262,27.47783089,
1261,37.38816833,1261,48.65789413,1261,46.65312958,1261,58.75376511,1261,27.95341873,1261,33.680439,1261,27.47501183,
1260,37.390625,1260,48.66080856,1260,46.65014267,1260,58.06809616,1260,27.95954323,1260,33.68288803,1260,27.45573807,
1259,37.38258362,1259,48.65907288,1259,46.64292145,1259,57.39587021,1259,27.96833229,1259,33.676754,1259,27.46180534,
1258,37.39987564,1258,48.67574692,1258,46.67166138,1258,56.74094009,1258,27.98837471,1258,33.67868423,1258,27.47592545,
1257,37.37595367,1257,48.64663696,1257,46.64577866,1257,56.02370071,1257,27.98840332,1257,33.65983963,1257,27.4648304,
1256,37.37293625,1256,48.65547562,1256,46.65312958,1256,55.32647324,1256,28.00050926,1256,33.66802216,1256,27.44992638,
1255,37.37324524,1255,48.65860748,1255,46.63889313,1255,54.60518646,1255,28.0115757,1255,33.66853714,1255,27.43987465,
1254,37.37187195,1254,48.66238022,1254,46.64616776,1254,53.85235596,1254,28.01624489,1254,33.66004944,1254,27.44614792,
1253,37.39651108,1253,48.70043182,1253,46.68688965,1253,53.11979675,1253,28.04166031,1253,33.68840027,1253,27.46683693,
1252,37.3722496,1252,48.63959122,1252,46.64022446,1252,52.29874802,1252,28.02384758,1252,33.65230942,1252,27.43331146,
1251,37.36408234,1251,48.65784454,1251,46.63024139,1251,51.52914429,1251,28.04223251,1251,33.64707565,1251,27.42883492,
1250,37.36889267,1250,48.65701675,1250,46.63987732,1250,50.71597672,1250,28.04375839,1250,33.6493988,1250,27.42375183,
1249,37.3635025,1249,48.64405441,1249,46.63841248,1249,49.9118042,1249,28.05714607,1249,33.64468765,1249,27.40745163,
1248,37.36256027,1248,48.65221405,1248,46.63398361,1248,49.06731415,1248,28.06344032,1248,33.64126587,1248,27.42400551,
1247,37.35239029,1247,48.64287949,1247,46.62915421,1247,48.20423126,1247,28.06041336,1247,33.63981247,1247,27.41254807,
1246,37.34949112,1246,48.64714813,1246,46.63101196,1246,47.3274498,1246,28.07379723,1246,33.63407898,1246,27.41728783,
1245,37.34906769,1245,48.6446991,1245,46.62935257,1245,46.46378708,1245,28.07561111,1245,33.63237,1245,27.40935898,
1244,37.34752274,1244,48.64467621,1244,46.62125778,1244,45.5763588,1244,28.09107018,1244,33.62631607,1244,27.38645172,
1243,37.35139847,1243,48.6591835,1243,46.63158035,1243,44.70141983,1243,28.10440445,1243,33.63471222,1243,27.40174866,
1242,37.33376694,1242,48.64850235,1242,46.62581253,1242,43.79872513,1242,28.10137558,1242,33.62528229,1242,27.39029312,
1241,37.33379364,1241,48.64226151,1241,46.61653137,1241,42.83399963,1241,28.09928703,1241,33.61950684,1241,27.3878479,
1240,37.32902527,1240,48.64374161,1240,46.62233734,1240,41.89763641,1240,28.11027718,1240,33.6071167,1240,27.37942696,
1239,37.32139587,1239,48.64929199,1239,46.6236763,1239,40.95838547,1239,28.11865234,1239,33.60731125,1239,27.37419319,
1238,37.32373428,1238,48.65418243,1238,46.6411705,1238,40.02722168,1238,28.12753677,1238,33.623806,1238,27.38771057,
1237,37.30361938,1237,48.63579559,1237,46.62345123,1237,39.05593491,1237,28.12078285,1237,33.6110611,1237,27.35927963,
1236,37.3045578,1236,48.63723755,1236,46.61157608,1236,38.07956696,1236,28.12620735,1236,33.59600449,1236,27.36509705,
1235,37.29812241,1235,48.63697433,1235,46.61434937,1235,37.12269211,1235,28.12971497,1235,33.59429169,1235,27.35472298,
1234,37.2837944,1234,48.64743805,1234,46.61183167,1234,36.10313416,1234,28.12540245,1234,33.59725189,1234,27.35452652,
1233,37.26804352,1233,48.65139008,1233,46.61058044,1233,35.1243782,1233,28.12931824,1233,33.58880997,1233,27.34160995,
1232,37.26152039,1232,48.64982986,1232,46.61607742,1232,34.15428543,1232,28.14177513,1232,33.59513474,1232,27.34493637,
1231,37.26442337,1231,48.64690781,1231,46.61765289,1231,33.16529083,1231,28.14035988,1231,33.57804871,1231,27.33225441,
1230,37.25232315,1230,48.64570236,1230,46.61273193,1230,32.18272781,1230,28.14327431,1230,33.58151627,1230,27.33186722,
1229,37.24308395,1229,48.64747238,1229,46.59109879,1229,31.18336487,1229,28.1454525,1229,33.57035446,1229,27.32280159,
1228,37.22053909,1228,48.57393265,1228,46.59627533,1228,30.18179512,1228,28.12698746,1228,33.5644989,1228,27.31118202,
