Wavelength (nm),Schwarzes_Silizium,Wavelength (nm),Si_Waver,Wavelength (nm),Si_Waver_Matt,Wavelength (nm),Si_amorph,Wavelength (nm),Pyramide,Wavelength (nm),AR_Glanzend,Wavelength (nm),AR_Matt,
1184,36.60577393,1184,48.4348526,1184,46.40048599,1184,15.85482693,1184,28.23290825,1184,33.27020645,1184,26.86790848,
1183,36.56040192,1183,48.41160583,1183,46.38245392,1183,16.52615356,1183,28.22746849,1183,33.26145554,1183,26.8520298,
1182,36.50428772,1182,48.39251328,1182,46.36640549,1182,17.21119308,1182,28.21743774,1182,33.24581146,1182,26.82695007,
1181,36.45890808,1181,48.3408165,1181,46.30759811,1181,17.94988823,1181,28.18906593,1181,33.18482208,1181,26.80721855,
1180,36.38608551,1180,48.33317947,1180,46.3066597,1180,18.69174004,1180,28.1810379,1180,33.22851181,1180,26.77893257,
1179,36.3326149,1179,48.32190704,1179,46.29562378,1179,19.48620987,1179,28.16919708,1179,33.2255249,1179,26.77144623,
1178,36.23399734,1178,48.27910233,1178,46.25151062,1178,20.32522202,1178,28.12921906,1178,33.19841003,1178,26.73616409,
1177,36.13346481,1177,48.2516098,1177,46.22577286,1177,21.18188858,1177,28.08647728,1177,33.18526077,1177,26.70069885,
1176,36.02139664,1176,48.21481323,1176,46.18427277,1176,22.03044319,1176,28.04689789,1176,33.17520523,1176,26.6648674,
1175,35.90237045,1175,48.17931747,1175,46.16219711,1175,22.91968536,1175,28.00815773,1175,33.15425873,1175,26.63165092,
1174,35.77217102,1174,48.13768387,1174,46.11416626,1174,23.82481766,1174,27.95361328,1174,33.1482811,1174,26.59334755,
1173,35.63250351,1173,48.09528732,1173,46.07236481,1173,24.70979691,1173,27.90343475,1173,33.11871719,1173,26.5581131,
1172,35.47840118,1172,48.03612137,1172,46.02219772,1172,25.67431641,1172,27.83070755,1172,33.09947968,1172,26.51098061,
1171,35.33599854,1171,48.00118637,1171,45.97278595,1171,26.62925148,1171,27.76643944,1171,33.07128143,1171,26.47921181,
1170,35.18048859,1170,47.95708466,1170,45.9283638,1170,27.58608818,1170,27.7134304,1170,33.05896378,1170,26.4377079,
1169,35.01924896,1169,47.90673828,1169,45.86697006,1169,28.52733231,1169,27.64795113,1169,33.0292244,1169,26.3915596,
1168,34.85326004,1168,47.85544205,1168,45.82561874,1168,29.47683907,1168,27.58247566,1168,32.98939514,1168,26.35139465,
1167,34.68466568,1167,47.82218933,1167,45.75880051,1167,30.46417809,1167,27.50604439,1167,32.98355865,1167,26.30003357,
1166,34.52168274,1166,47.76260376,1166,45.73149872,1166,31.41495514,1166,27.43974113,1166,32.9655304,1166,26.26045418,
1165,34.35204315,1165,47.71861649,1165,45.68491745,1165,32.42894745,1165,27.37172508,1165,32.93392563,1165,26.21397972,
1164,34.1836586,1164,47.67166519,1164,45.62640381,1164,33.39569473,1164,27.29586601,1164,32.90636063,1164,26.16478539,
1163,34.009552,1163,47.6224823,1163,45.57022476,1163,34.34238434,1163,27.21707535,1163,32.88060379,1163,26.12452888,
1162,33.83040619,1162,47.57820892,1162,45.52362823,1162,35.30879593,1162,27.14945412,1162,32.86139297,1162,26.07580376,
1161,33.66057968,1161,47.52278137,1161,45.47081757,1161,36.25630951,1161,27.06184006,1161,32.82527161,1161,26.00862312,
1160,33.48041153,1160,47.47992706,1160,45.42340469,1160,37.19887543,1160,26.98852158,1160,32.79280853,1160,25.96730614,
1159,33.28568649,1159,47.41557693,1159,45.3535614,1159,38.1648407,1159,26.90356064,1159,32.75938034,1159,25.91716576,
1158,33.09441376,1158,47.37699509,1158,45.28944778,1158,39.1149826,1158,26.81933975,1158,32.7311554,1158,25.85859871,
1157,32.91634369,1157,47.32501984,1157,45.24117661,1157,40.0223999,1157,26.73859215,1157,32.70337677,1157,25.79883575,
1156,32.71418381,1156,47.26539993,1156,45.18894958,1156,40.93039703,1156,26.64995766,1156,32.67056274,1156,25.74594307,
1155,32.52351761,1155,47.21995926,1155,45.12557983,1155,41.83045959,1155,26.56600571,1155,32.63492966,1155,25.69597626,
1154,32.34178162,1154,47.1544342,1154,45.06015015,1154,42.70450211,1154,26.47836494,1154,32.60525131,1154,25.63596916,
1153,32.14467621,1153,47.10464096,1153,44.9984436,1153,43.60887527,1153,26.38813019,1153,32.56856918,1153,25.57694054,
1152,31.93891716,1152,47.05731583,1152,44.93929672,1152,44.48621368,1152,26.29096603,1152,32.53310776,1152,25.52049828,
1151,31.7410202,1151,46.99637985,1151,44.87783051,1151,45.3259964,1151,26.19932938,1151,32.4962883,1151,25.44967461,
1150,31.54596138,1150,46.93135071,1150,44.81302643,1150,46.15381622,1150,26.09544945,1150,32.45814133,1150,25.38175583,
1149,31.34090233,1149,46.8788414,1149,44.73284912,1149,46.9593811,1149,26.00642204,1149,32.4227066,1149,25.32446671,
1148,31.1522541,1148,46.82001877,1148,44.67007446,1148,47.78144073,1148,25.90917969,1148,32.38052368,1148,25.25777245,
1147,30.95133018,1147,46.75641251,1147,44.60600662,1147,48.57170105,1147,25.81619835,1147,32.34725189,1147,25.19548607,
1146,30.74863815,1146,46.68874359,1146,44.53863525,1146,49.36214828,1146,25.7147274,1146,32.30712128,1146,25.12858582,
1145,30.54365158,1145,46.62718582,1145,44.46164703,1145,50.10613251,1145,25.62413788,1145,32.26420212,1145,25.05334854,
1144,30.34859657,1144,46.55984497,1144,44.38597488,1144,50.83619308,1144,25.52388,1144,32.21639252,1144,24.98695564,
1143,30.15099144,1143,46.50071716,1143,44.32072067,1143,51.55630112,1143,25.43295097,1143,32.17782593,1143,24.92120934,
1142,29.9489193,1142,46.43751526,1142,44.24855423,1142,52.2514534,1142,25.32635307,1142,32.1385231,1142,24.85133171,
1141,29.75131798,1141,46.37010574,1141,44.17278671,1141,52.93731689,1141,25.23961449,1141,32.08815765,1141,24.78528786,
1140,29.5446701,1140,46.30187607,1140,44.09418869,1140,53.62179184,1140,25.13773155,1140,32.04114151,1140,24.70943069,
1139,29.34318733,1139,46.22700119,1139,44.02219391,1139,54.28974533,1139,25.0289135,1139,32.00316238,1139,24.62291145,
1138,29.1352272,1138,46.16430664,1138,43.93941498,1138,54.912323,1138,24.93073654,1138,31.95383453,1138,24.559515,
1137,28.94259071,1137,46.09776306,1137,43.86260986,1137,55.52412796,1137,24.82354736,1137,31.91779327,1137,24.48456383,
1136,28.7301693,1136,46.04627609,1136,43.78338242,1136,56.14012909,1136,24.72713852,1136,31.85184288,1136,24.41278458,
1135,28.51613808,1135,45.92580795,1135,43.67575836,1135,56.66972351,1135,24.63083267,1135,31.78207779,1135,24.36252022,
1134,28.32651711,1134,45.8646698,1134,43.60361099,1134,57.28672791,1134,24.53393173,1134,31.75441933,1134,24.26081848,
1133,28.12229729,1133,45.80036163,1133,43.52466965,1133,57.85305023,1133,24.4220562,1133,31.69751167,1133,24.17653465,
1132,27.90950584,1132,45.72890854,1132,43.44566727,1132,58.38707733,1132,24.32718658,1132,31.65079117,1132,24.09500885,
1131,27.71302223,1131,45.66164398,1131,43.35138321,1131,58.90010071,1131,24.21287918,1131,31.58942986,1131,24.01409149,
1130,27.50954247,1130,45.58151627,1130,43.27051926,1130,59.40710449,1130,24.11492729,1130,31.5408287,1130,23.92959213,
1129,27.30798721,1129,45.49685669,1129,43.17605591,1129,59.90343857,1129,24.00924301,1129,31.48874092,1129,23.84034157,
1128,27.09961319,1128,45.42441559,1128,43.09040451,1128,60.37270355,1128,23.89842033,1128,31.41599083,1128,23.76348877,
1127,26.90431786,1127,45.35062027,1127,42.99679184,1127,60.89321899,1127,23.79746437,1127,31.36639595,1127,23.65883827,
1126,26.69010544,1126,45.26405716,1126,42.90331268,1126,61.27650833,1126,23.69442558,1126,31.29274559,1126,23.58792877,
1125,26.49332619,1125,45.17105865,1125,42.80113983,1125,61.68759537,1125,23.596632,1125,31.23802185,1125,23.49259377,
1124,26.29214287,1124,45.0861969,1124,42.70277786,1124,62.08296967,1124,23.48645401,1124,31.17477036,1124,23.4053421,
1123,26.09958267,1123,45.02316284,1123,42.62075043,1123,62.50402451,1123,23.38492584,1123,31.11698532,1123,23.32157898,
1122,25.89865685,1122,44.93554688,1122,42.5187645,1122,62.87903595,1122,23.29121399,1122,31.05144119,1122,23.22463417,
1121,25.70456314,1121,44.8483963,1121,42.4294548,1121,63.25630569,1121,23.18344498,1121,30.97943687,1121,23.13620949,
1120,25.51182175,1120,44.76194,1120,42.32331467,1120,63.61513138,1120,23.07999802,1120,30.92283249,1120,23.04934502,
1119,25.31733131,1119,44.67985153,1119,42.2322731,1119,63.94615936,1119,22.98261833,1119,30.84931374,1119,22.95871925,
1118,25.13057518,1118,44.58568573,1118,42.12659836,1118,64.25965118,1118,22.87958717,1118,30.78272247,1118,22.86086082,
1117,24.91790962,1117,44.49940872,1117,42.0177002,1117,64.5718689,1117,22.78568077,1117,30.7125988,1117,22.76449966,
1116,24.74138069,1116,44.41459656,1116,41.92453384,1116,64.86138916,1116,22.68227386,1116,30.64553452,1116,22.67468071,
1115,24.54091835,1115,44.32059097,1115,41.81302643,1115,65.14038086,1115,22.58333206,1115,30.56762505,1115,22.56692314,
1114,24.35632706,1114,44.2336998,1114,41.71354294,1114,65.41773987,1114,22.47715759,1114,30.49127388,1114,22.47072411,
1113,24.17173004,1113,44.15154648,1113,41.61501312,1113,65.65293121,1113,22.37652588,1113,30.42357826,1113,22.38217354,
1112,23.98724556,1112,44.05794144,1112,41.49681473,1112,65.8965683,1112,22.27944183,1112,30.34467697,1112,22.28779984,
1111,23.80898666,1111,43.95373917,1111,41.39632797,1111,66.1103363,1111,22.18958664,1111,30.26580238,1111,22.18532372,
1110,23.63148308,1110,43.86297607,1110,41.29209137,1110,66.3167572,1110,22.09706688,1110,30.18637085,1110,22.09169769,
1109,23.4450779,1109,43.77720642,1109,41.18722916,1109,66.51069641,1109,22.00130272,1109,30.11132431,1109,21.99852562,
1108,23.25804901,1108,43.68125916,1108,41.07529449,1108,66.70503235,1108,21.90177536,1108,30.03412247,1108,21.88371086,
1107,23.08143044,1107,43.58241653,1107,40.96584702,1107,66.86178589,1107,21.80609322,1107,29.95597649,1107,21.79076958,
1106,22.8985157,1106,43.48374176,1106,40.84642792,1106,67.01423645,1106,21.70753479,1106,29.86410904,1106,21.69191551,
1105,22.72617149,1105,43.38808823,1105,40.74451447,1105,67.1497345,1105,21.61544991,1105,29.7894516,1105,21.59544754,
1104,22.54720879,1104,43.28873825,1104,40.62520599,1104,67.2696228,1104,21.52662659,1104,29.69742966,1104,21.47881317,
1103,22.37150574,1103,43.18925095,1103,40.51433563,1103,67.39567566,1103,21.42996407,1103,29.61375999,1103,21.37903976,
1102,22.1979866,1102,43.08895874,1102,40.39597321,1102,67.47795868,1102,21.34153175,1102,29.51990128,1102,21.27654266,
1101,22.01436996,1101,42.98597717,1101,40.27363586,1101,67.58119202,1101,21.25610161,1101,29.43294334,1101,21.16854286,
1100,21.84740257,1100,42.88148117,1100,40.16018677,1100,67.65357971,1100,21.16339302,1100,29.33119202,1100,21.05964088,
1099,21.6737442,1099,42.78194809,1099,40.04347229,1099,67.7130127,1099,21.07378006,1099,29.24756622,1099,20.95557976,
1098,21.50270081,1098,42.70926666,1098,39.92699051,1098,67.75130463,1098,20.99397087,1098,29.14809799,1098,20.84226227,
1097,21.34161377,1097,42.58099365,1097,39.82422256,1097,67.78099823,1097,20.89702797,1097,29.06758881,1097,20.73969078,
1096,21.16425133,1096,42.46390915,1096,39.68016434,1096,67.79936218,1096,20.8044796,1096,28.96357727,1096,20.6306839,
1095,20.98789597,1095,42.36378098,1095,39.5476265,1095,67.80620575,1095,20.72787476,1095,28.85692406,1095,20.52530861,
1094,20.82460594,1094,42.24833679,1094,39.43249893,1094,67.81817627,1094,20.65148544,1094,28.75848198,1094,20.41058159,
1093,20.65415955,1093,42.14837265,1093,39.30172729,1093,67.81702423,1093,20.55976295,1093,28.65242004,1093,20.28520775,
1092,20.49461746,1092,42.06926346,1092,39.19435883,1092,67.74604034,1092,20.47159576,1092,28.54431343,1092,20.1835556,
1091,20.32961273,1091,41.9381218,1091,39.06660843,1091,67.70650482,1091,20.38384628,1091,28.4511776,1091,20.07259369,
1090,20.157341,1090,41.83102798,1090,38.92459869,1090,67.64446259,1090,20.29506874,1090,28.32287788,1090,19.95714378,
1089,19.99344444,1089,41.7169838,1089,38.78998184,1089,67.57910156,1089,20.21518135,1089,28.22167206,1089,19.82914162,
1088,19.84236908,1088,41.62045288,1088,38.68943787,1088,67.4697113,1088,20.13101768,1088,28.11025429,1088,19.72192001,
1087,19.68196869,1087,41.49126434,1087,38.53832626,1087,67.34088898,1087,20.05393791,1087,27.98653603,1087,19.60660553,
1086,19.51386833,1086,41.38308334,1086,38.40983963,1086,67.25467682,1086,19.96633339,1086,27.87644577,1086,19.49014282,
1085,19.36614227,1085,41.27108765,1085,38.29275513,1085,67.09719086,1085,19.8865242,1085,27.76054764,1085,19.37561607,
1084,19.22015381,1084,41.17166519,1084,38.16301727,1084,66.93925476,1084,19.8181324,1084,27.64754295,1084,19.25765991,
1083,19.04929352,1083,41.0247879,1083,38.01211166,1083,66.74254608,1083,19.72697258,1083,27.52294922,1083,19.13481712,
1082,18.89725113,1082,40.92551804,1082,37.89735413,1082,66.6237793,1082,19.65657616,1082,27.39909363,1082,19.01262856,
1081,18.7450943,1081,40.81551743,1081,37.80490875,1081,66.36615753,1081,19.58419228,1081,27.27724266,1081,18.89823151,
1080,18.59832954,1080,40.69915009,1080,37.633255,1080,66.13999939,1080,19.50040054,1080,27.16005516,1080,18.78261566,
1079,18.4428215,1079,40.57989502,1079,37.48960876,1079,65.89774323,1079,19.43555832,1079,27.03579903,1079,18.65906525,
1078,18.30256653,1078,40.47268677,1078,37.35654831,1078,65.64510345,1078,19.36792946,1078,26.90520859,1078,18.54364777,
1077,18.14600945,1077,40.36735916,1077,37.22239304,1077,65.36840057,1077,19.29070473,1077,26.76413727,1077,18.4251976,
1076,18.007267,1076,40.2625351,1076,37.08527756,1076,65.10491943,1076,19.21928024,1076,26.6354332,1076,18.30911255,
1075,17.86137772,1075,40.14510345,1075,36.96573257,1075,64.79156494,1075,19.14618492,1075,26.51273537,1075,18.17670441,
1074,17.72909546,1074,40.02731323,1074,36.83862305,1074,64.46204376,1074,19.08466911,1074,26.36898994,1074,18.05606651,
1073,17.5831337,1073,39.91103363,1073,36.71789932,1073,64.12221527,1073,19.02341461,1073,26.23727417,1073,17.93391609,
1072,17.4367733,1072,39.80118561,1072,36.57626724,1072,63.75197601,1072,18.94879723,1072,26.09539604,1072,17.81115532,
1071,17.30185318,1071,39.68276596,1071,36.4532547,1071,63.35839462,1071,18.87417603,1071,25.94816017,1071,17.682127,
1070,17.1464138,1070,39.55973434,1070,36.29956818,1070,62.91751862,1070,18.80083656,1070,25.796875,1070,17.54028893,
1069,17.01370621,1069,39.44706345,1069,36.1711731,1069,62.50533295,1069,18.73982811,1069,25.65078354,1069,17.42317772,
1068,16.86340714,1068,39.33657074,1068,36.05070877,1068,62.06370544,1068,18.67349052,1068,25.49124908,1068,17.28780556,
1067,16.72425079,1067,39.22403717,1067,35.90268326,1067,61.59827042,1067,18.6084919,1067,25.32258034,1067,17.15517998,
1066,16.59136391,1066,39.11234283,1066,35.78071976,1066,61.12985611,1066,18.53227234,1066,25.16950417,1066,17.03028297,
1065,16.43570137,1065,38.98687363,1065,35.63290024,1065,60.58386993,1065,18.46448708,1065,24.98981476,1065,16.88343811,
1064,16.2957058,1064,38.86478424,1064,35.48413086,1064,60.05067825,1064,18.39371681,1064,24.82026291,1064,16.7480011,
1063,16.14276886,1063,38.75254059,1063,35.34262085,1063,59.49655914,1063,18.33461761,1063,24.63344193,1063,16.60626984,
1062,15.99683762,1062,38.62283707,1062,35.18936157,1062,58.89296722,1062,18.26766968,1062,24.44968987,1062,16.47506332,
1061,15.85700321,1061,38.50698471,1061,35.06544876,1061,58.29712296,1061,18.19463158,1061,24.27325249,1061,16.32361221,
1060,15.70442963,1060,38.38504791,1060,34.9196167,1060,57.65054703,1060,18.12874603,1060,24.0764637,1060,16.16961861,
1059,15.55606556,1059,38.25987625,1059,34.78459167,1059,57.00932693,1059,18.06155968,1059,23.87177849,1059,16.02393913,
1058,15.40276146,1058,38.14443207,1058,34.65428162,1058,56.28675079,1058,17.99714661,1058,23.6598587,1058,15.87741089,
1057,15.2601881,1057,38.02074432,1057,34.50662231,1057,55.57224274,1057,17.93396187,1057,23.4618454,1057,15.72381878,
1056,15.11781502,1056,37.92690277,1056,34.37516403,1056,54.85798264,1056,17.86780739,1056,23.26257896,1056,15.56575489,
1055,14.99093151,1055,37.80976105,1055,34.25043869,1055,54.08200073,1055,17.80779266,1055,23.05466843,1055,15.4283371,
1054,14.84583759,1054,37.69950104,1054,34.13161469,1054,53.29081345,1054,17.74937439,1054,22.85101318,1054,15.28287411,
1053,14.71546936,1053,37.58480072,1053,33.99868393,1053,52.48159027,1053,17.67954063,1053,22.63863564,1053,15.13538933,
1052,14.57170677,1052,37.49277115,1052,33.88473511,1052,51.61392593,1052,17.63572884,1052,22.43779945,1052,14.99234104,
1051,14.45456409,1051,37.39572144,1051,33.78575897,1051,50.72755051,1051,17.57837105,1051,22.22784805,1051,14.85340405,
1050,14.31602955,1050,37.31984711,1050,33.67438126,1050,49.83619308,1050,17.52674484,1050,22.03096199,1050,14.71161366,
1049,14.1911869,1049,37.2305069,1049,33.58258438,1049,48.90304947,1049,17.48386955,1049,21.82509041,1049,14.57728863,
1048,14.07636738,1048,37.15376282,1048,33.47760391,1048,47.92549515,1048,17.42316437,1048,21.61976242,1048,14.42599297,
1047,13.95517731,1047,37.07999039,1047,33.38763046,1047,46.97718048,1047,17.38281822,1047,21.42999077,1047,14.29788876,
1046,13.84110165,1046,36.99549484,1046,33.29825211,1046,45.91251755,1046,17.34518623,1046,21.23086357,1046,14.15430164,
1045,13.72787952,1045,36.93557739,1045,33.20806122,1045,44.85389709,1045,17.29309273,1045,21.02212715,1045,14.03388977,
1044,13.63044357,1044,36.8674469,1044,33.12979507,1044,43.79916382,1044,17.25881577,1044,20.83787537,1044,13.90119362,
1043,13.52164268,1043,36.81039047,1043,33.07218933,1043,42.71056747,1043,17.22249222,1043,20.65374184,1043,13.77538776,
1042,13.4236412,1042,36.75432587,1042,32.99052811,1042,41.59166718,1042,17.17757225,1042,20.44782448,1042,13.65444469,
1041,13.32123089,1041,36.69077682,1041,32.929142,1041,40.46166992,1041,17.15657616,1041,20.26721382,1041,13.52957344,
1040,13.22452164,1040,36.63815689,1040,32.86968231,1040,39.2869339,1040,17.12020302,1040,20.08160591,1040,13.41156101,
1039,13.1217432,1039,36.59228516,1039,32.80091858,1039,38.08631134,1039,17.09095001,1039,19.89027786,1039,13.29561615,
1038,13.03618145,1038,36.5564003,1038,32.76625443,1038,36.89233017,1038,17.06435776,1038,19.70978737,1038,13.17753983,
1037,12.95118809,1037,36.51474762,1037,32.71609116,1037,35.71364975,1037,17.02012634,1037,19.53145027,1037,13.06305218,
1036,12.86257553,1036,36.48412704,1036,32.67468643,1036,34.47863007,1036,17.01283073,1036,19.3649292,1036,12.94719982,
1035,12.78801441,1035,36.45053101,1035,32.62117386,1035,33.25802612,1035,16.99157143,1035,19.19108391,1035,12.83943462,
1034,12.6989603,1034,36.41888046,1034,32.60799789,1034,32.03346252,1034,16.9586277,1034,19.01669121,1034,12.7365694,
1033,12.61467361,1033,36.38998413,1033,32.55833817,1033,30.76436615,1033,16.93546104,1033,18.84629059,1033,12.63915443,
1032,12.54113197,1032,36.35378265,1032,32.52282333,1032,29.51225281,1032,16.91232681,1032,18.67729187,1032,12.5248518,
1031,12.46890545,1031,36.34477615,1031,32.48925018,1031,28.32994843,1031,16.89606094,1031,18.52231789,1031,12.42833042,
1030,12.39263153,1030,36.31868362,1030,32.47501373,1030,27.11676598,1030,16.87596893,1030,18.38245583,1030,12.33034229,
1029,12.32447243,1029,36.30612946,1029,32.44380951,1029,25.90529251,1029,16.85871696,1029,18.22078323,1029,12.23197746,
1028,12.25549316,1028,36.28885651,1028,32.43439102,1028,24.7878933,1028,16.85176468,1028,18.07671547,1028,12.14768028,
1027,12.18767452,1027,36.27544403,1027,32.41324615,1027,23.60086632,1027,16.8286972,1027,17.93030357,1027,12.05586147,
1026,12.12447166,1026,36.26845551,1026,32.39375305,1026,22.49856186,1026,16.82234383,1026,17.79081535,1026,11.95894814,
1025,12.06816292,1025,36.25191879,1025,32.38223267,1025,21.45783997,1025,16.80798149,1025,17.65630341,1025,11.88147259,
1024,12.01556587,1024,36.24126816,1024,32.37646103,1024,20.44449806,1024,16.80933762,1024,17.51662636,1024,11.80312634,
1023,11.95456123,1023,36.22800446,1023,32.36182785,1023,19.50202179,1023,16.79517746,1023,17.39548683,1023,11.71419716,
1022,11.89243412,1022,36.22788239,1022,32.34468842,1022,18.60018539,1022,16.78608131,1022,17.26364708,1022,11.63947964,
1021,11.84280014,1021,36.22159195,1021,32.34950256,1021,17.75507545,1021,16.77684212,1021,17.1455822,1021,11.56368637,
1020,11.78367329,1020,36.22980881,1020,32.33998108,1020,16.98058891,1020,16.78188324,1020,17.02540207,1020,11.47886658,
1019,11.74659252,1019,36.21599579,1019,32.3234024,1019,16.28816605,1019,16.7599926,1019,16.89740944,1019,11.41279793,
1018,11.69555283,1018,36.22101974,1018,32.32871246,1018,15.69734478,1018,16.76342392,1018,16.79546547,1018,11.35603714,
1017,11.63938236,1017,36.21820068,1017,32.31592941,1017,15.17304611,1017,16.75742912,1017,16.68813896,1017,11.28163242,
1016,11.60242844,1016,36.20977783,1016,32.3128624,1016,14.73883247,1016,16.75790596,1016,16.58454704,1016,11.21092701,
1015,11.54843235,1015,36.21770859,1015,32.31961441,1015,14.4019022,1015,16.75596809,1015,16.483181,1015,11.14953232,
1014,11.52036762,1014,36.22331619,1014,32.31191635,1014,14.17127419,1014,16.75773239,1014,16.37979889,1014,11.09049129,
1013,11.46530247,1013,36.22211075,1013,32.31690216,1013,14.03263092,1013,16.75663376,1013,16.28027344,1013,11.02204227,
1012,11.42780876,1012,36.22050476,1012,32.31207275,1012,13.99328518,1012,16.76231956,1012,16.19544983,1012,10.97283459,
1011,11.39330101,1011,36.2187767,1011,32.31015015,1011,14.06356812,1011,16.75173569,1011,16.10396576,1011,10.90695572,
1010,11.36390781,1010,36.22976685,1010,32.317276,1010,14.24572659,1010,16.76524353,1010,16.01769638,1010,10.85668564,
1009,11.32637978,1009,36.22853851,1009,32.31896973,1009,14.52569771,1009,16.75822639,1009,15.94108009,1009,10.79995823,
1008,11.29051018,1008,36.24248886,1008,32.31719971,1008,14.90560913,1008,16.77524376,1008,15.85010338,1008,10.75515366,
1007,11.26145172,1007,36.2363472,1007,32.31248093,1007,15.40534019,1007,16.77362061,1007,15.779459,1007,10.7002573,
1006,11.23072529,1006,36.23774338,1006,32.32472992,1006,15.97367859,1006,16.76078796,1006,15.69606781,1006,10.65752506,
1005,11.19832325,1005,36.25192261,1005,32.32659149,1005,16.64503479,1005,16.77802277,1005,15.63275909,1005,10.60944557,
1004,11.15941334,1004,36.25550079,1004,32.33349228,1004,17.41636658,1004,16.78206253,1004,15.5632391,1004,10.55930519,
1003,11.1402092,1003,36.25309753,1003,32.32686996,1003,18.24687958,1003,16.78725815,1003,15.48580647,1003,10.52011871,
1002,11.11579037,1002,36.26314545,1002,32.34318161,1002,19.20767975,1002,16.79698372,1002,15.4329586,1002,10.47019005,
1001,11.0848732,1001,36.27171326,1001,32.34621811,1001,20.24358368,1001,16.79948044,1001,15.36280346,1001,10.43271828,
1000,11.05476189,1000,36.26964951,1000,32.33943558,1000,21.29995728,1000,16.80187225,1000,15.30644417,1000,10.39499664,
999,11.04975414,999,36.2881279,999,32.34631729,999,22.47350311,999,16.82166862,999,15.24607086,999,10.35220146,
998,11.01922035,998,36.29029465,998,32.34331894,998,23.65338516,998,16.81639481,998,15.18006516,998,10.31881046,
997,11.00129604,997,36.2921524,997,32.36434937,997,24.90146828,997,16.82141495,997,15.14335728,997,10.28052235,
996,10.96823406,996,36.30696106,996,32.36676788,996,26.21945763,996,16.84435081,996,15.08435726,996,10.25574493,
995,10.95978737,995,36.30236816,995,32.37178421,995,27.59257507,995,16.84106064,995,15.02592087,995,10.20820618,
994,10.93748474,994,36.30713272,994,32.37549973,994,28.97141647,994,16.85392189,994,14.98219109,994,10.1924572,
993,10.92062569,993,36.31632233,993,32.37057495,993,30.34421158,993,16.8531971,993,14.93093967,993,10.15310383,
992,10.90414333,992,36.32173157,992,32.38074875,992,31.74017715,992,16.86904907,992,14.88783932,992,10.12041759,
991,10.89358425,991,36.3330574,991,32.38286209,991,33.17918777,991,16.87758636,991,14.84283829,991,10.08291721,
990,10.87307262,990,36.33185196,990,32.3924675,990,34.59320831,990,16.88084984,990,14.80585003,990,10.05911255,
989,10.86168385,989,36.33474731,989,32.38547897,989,36.07269669,989,16.90621758,989,14.76659012,989,10.04299545,
988,10.84367371,988,36.35653687,988,32.41659927,988,37.514431,988,16.91110992,988,14.72606945,988,10.01089954,
987,10.82818127,987,36.36182785,987,32.41138458,987,38.91757965,987,16.91490746,987,14.68610287,987,9.989127159,
986,10.8067522,986,36.35979843,986,32.41483688,986,40.31702423,986,16.9263382,986,14.64868641,986,9.966651917,
985,10.79290104,985,36.36533356,985,32.42355728,985,41.71138382,985,16.93630219,985,14.61029339,985,9.934011459,
984,10.78193474,984,36.3776207,984,32.43309021,984,43.07290649,984,16.94707108,984,14.5729599,984,9.915894508,
983,10.78314495,983,36.38223267,983,32.42739105,983,44.43899536,983,16.96006966,983,14.54861736,983,9.892530441,
982,10.76050282,982,36.39209747,982,32.43437576,982,45.77612305,982,16.97351837,982,14.51437473,982,9.870406151,
981,10.75294018,981,36.39350128,981,32.44418716,981,47.05348206,981,16.96873283,981,14.47544956,981,9.839411736,
980,10.74676514,980,36.40201569,980,32.45294571,980,48.30484009,980,16.99949646,980,14.45870399,980,9.826900482,
979,10.72824287,979,36.41215515,979,32.45307922,979,49.5254631,979,17.00159073,979,14.42399025,979,9.81346035,
978,10.73892975,978,36.42319107,978,32.46757126,978,50.68616104,978,17.00953865,978,14.39745998,978,9.7970047,
977,10.72039604,977,36.43257523,977,32.46895599,977,51.87350464,977,17.03597069,977,14.36783028,977,9.771229744,
976,10.71545219,976,36.43663025,976,32.47494125,976,52.98711014,976,17.03879166,976,14.32914448,976,9.760377884,
975,10.71157932,975,36.44618225,975,32.47926331,975,54.06781006,975,17.05399895,975,14.31756306,975,9.743460655,
974,10.69529247,974,36.44009399,974,32.49202728,974,55.08779907,974,17.06057549,974,14.28243065,974,9.723074913,
973,10.69243813,973,36.45144272,973,32.49192429,973,56.07604218,973,17.06977654,973,14.26572227,973,9.704078674,
972,10.67892647,972,36.46328354,972,32.49982452,972,57.04297256,972,17.09465599,972,14.23999786,972,9.697875977,
971,10.68199825,971,36.47042084,971,32.5180397,971,57.9501152,971,17.1011734,971,14.22055817,971,9.677295685,
970,10.6721611,970,36.49349213,970,32.51911163,970,58.86068344,970,17.12858009,970,14.1982584,970,9.67364502,
969,10.66990757,969,36.4776268,969,32.52510452,969,59.68703079,969,17.12768745,969,14.17340755,969,9.662136078,
968,10.66758442,968,36.48841476,968,32.5357132,968,60.49135208,968,17.13960075,968,14.14141178,968,9.647211075,
967,10.66731644,967,36.50311661,967,32.53776169,967,61.24800491,967,17.15593719,967,14.12926865,967,9.631392479,
966,10.66879749,966,36.50529861,966,32.55042648,966,61.96928024,966,17.17513275,966,14.11192226,966,9.630516052,
965,10.65543556,965,36.51391983,965,32.55761719,965,62.65054321,965,17.18550301,965,14.08245087,965,9.600478172,
964,10.65510082,964,36.52049637,964,32.56881714,964,63.31988525,964,17.19820786,964,14.07765579,964,9.602497101,
